Make	Model	Buyer Gender	Buyer Age	Country	City	Dealer Latitude	Dealer Longitude	Color	New Car	Purchase Date	Sale Price	Discount	Resell Price	5-yr Depreciation	Top Speed	0-60 Time
Chevrolet	Impala	Female	62	Portugal	Sobreira	41.509666	-7.9858152	Red	FALSE	16/09/2008	29592.46	0.2131	7959.78	0.18	162.8	2.9
GMC	Yukon	Male	26	Greece	Spétses	37.2625973	23.1322437	Mauv	TRUE	6/9/2010	82172.37	0.6349	45085.26	0.05	125.5	5.4
Buick	Riviera	Female	60	China	Sanqu	18.252847	109.511909	Goldenrod	TRUE	11/12/2018	70815.24	0.3094	4126.78	0.04	160.3	7.1
Hyundai	Veloster	Female	57	Czech Republic	Lou?ná nad Desnou	50.1046609	17.1303468	Red	TRUE	21/06/2004	91531.63	0.5914	22949.44	0.2	138.4	7.3
Alfa Romeo	164	Female	71	Brazil	Patos de Minas	-18.5926206	-46.5203453	Purple	FALSE	31/08/2020	49405.34	0.2073	42929.1	0.23	220	12.2
Saturn	VUE	Male	62	Poland	?ernica	50.2296062	18.6120019	Pink	TRUE	10/4/2017	34992.15	0.1126	11131.12	0.14	165.8	14.7
Dodge	Ram 2500	Female	47	Central African Republic	Bambari	5.7643446	20.670528	Purple	FALSE	11/11/2015	53857.12	0.6802	25748.03	0.08	182.1	13.4
Mitsubishi	Lancer	Male	61	Mexico	Benito Juarez	17.9719887	-93.6001191	Crimson	TRUE	4/9/2016	73635.49	0.2124	3053.87	0.16	166.9	10.5
Audi	Coupe GT	Male	74	Argentina	Fray Luis A. Beltrán	-34.6787774	-58.6694618	Goldenrod	FALSE	28/04/2012	83039.42	0.3761	40066.39	0.23	173.2	5.1
Isuzu	Rodeo	Female	52	Mexico	Morelos	18.6813049	-99.1013498	Pink	TRUE	27/11/2004	46533.3	0.3369	25074.98	0.16	228.2	5.8
Chevrolet	Aveo	Male	47	China	Taishang	22.251924	112.794065	Purple	FALSE	28/07/2012	24976.28	0.5428	20151.85	0.05	241	14.4
Mazda	B-Series	Female	52	Russia	Slobodskoy	58.7113992	50.1706415	Green	TRUE	19/02/2004	80780.14	0.4026	4515.21	0.21	223.1	6.1
Pontiac	Vibe	Male	74	United States	Louisville	38.2214782	-85.6794434	Teal	FALSE	3/12/2019	55550.4	0.3712	31156.07	0.04	165.4	5.1
Infiniti	G	Female	55	China	Sanyang	41.805699	123.431472	Aquamarine	TRUE	19/02/2018	30811.12	0.0588	17930.29	0.22	152.2	7.4
Audi	S8	Male	23	Israel	Qiryat Yam	32.849276	35.068929	Khaki	TRUE	13/01/2011	87979.81	0.4804	42833.91	0.24	131.9	7.8
Toyota	Land Cruiser	Female	47	Russia	Kugesi	56.031038	47.2957582	Teal	TRUE	11/2/2005	88186.78	0.1144	23970.01	0.07	193.5	12.1
Nissan	Sentra	Male	47	Venezuela	Curiapo	8.5802612	-60.9983817	Indigo	FALSE	11/10/2015	13203.4	0.4383	7920.6	0.25	151.7	4.3
Chevrolet	Monte Carlo	Male	69	Argentina	Fraile Pintado	-24.2716948	-65.222248	Purple	FALSE	8/7/2015	40332.22	0.5584	29189.55	0.16	220.9	4.9
Ford	Aerostar	Female	74	Liberia	Buutuo	6.8251698	-8.341016	Pink	TRUE	17/10/2004	41193.77	0.2881	38538.79	0.06	170.8	12
BMW	X5 M	Male	56	Philippines	Burgos	13.9734064	121.6889505	Violet	FALSE	13/08/2006	39540	0.5247	4791.74	0.15	190.3	9.8
Subaru	Outback	Female	66	China	Longba	23.590649	101.317787	Blue	FALSE	23/03/2011	13686.04	0.2368	18252.35	0.12	232	13.2
Chevrolet	Malibu	Male	58	Russia	Bobrovka	54.0473494	61.7492324	Fuscia	FALSE	8/5/2013	98975.15	0.2092	4236.78	0.17	183.3	13.9
GMC	Savana 1500	Female	54	Honduras	Duyure	13.634726	-86.8107363	Khaki	FALSE	29/01/2018	43085.61	0.0713	34987.74	0.24	198.7	4.5
Pontiac	Solstice	Female	47	Brazil	Irupi	-20.3483832	-41.6385979	Violet	TRUE	27/03/2012	70715.56	0.411	42383.81	0.05	170.5	8.4
Holden	VS Commodore	Male	31	Brazil	Posse	-14.226324	-46.4393054	Indigo	TRUE	23/01/2020	27726.08	0.6831	2918.06	0.13	213.4	8.4
GMC	Terrain	Female	20	Mexico	Guadalupe	25.6765837	-100.2602364	Red	TRUE	9/8/2012	23569.97	0.3047	46499.95	0.07	134.1	8.2
Volvo	S70	Female	34	Argentina	Gobernador Gálvez	-32.966145	-60.657848	Puce	FALSE	8/1/2012	32487.06	0.0364	16589.05	0.11	233.8	7.4
Dodge	Ram Van 2500	Female	54	Mexico	Vicente Guerrero	23.7321074	-103.9832684	Orange	TRUE	22/03/2010	80144.85	0.5514	42834.8	0.04	188.6	10.1
Ford	Expedition	Female	34	China	Sangzhou	31.298974	120.585289	Fuscia	FALSE	1/2/2019	14466.11	0.6053	29830.01	0.19	189.5	10.7
Cadillac	SRX	Male	51	United States	Lawrenceville	33.9255183	-83.9214896	Orange	TRUE	17/10/2005	96162.33	0.0936	25965.73	0.16	213.2	7.6
Pontiac	Firebird	Female	51	Mongolia	Arvayheer	46.272878	102.7790303	Green	FALSE	24/04/2011	88755.01	0.5214	15854.38	0.03	122.9	13.3
Pontiac	Firebird	Female	48	Indonesia	Pulorejo	-7.4642812	112.4216959	Yellow	FALSE	2/12/2003	29981.35	0.0785	15937.51	0.18	205.9	13.9
Audi	80/90	Male	45	Russia	Buguruslan	53.602954	53.0390034	Blue	TRUE	19/01/2002	62621.54	0.0914	23615.24	0.1	163.4	6.7
Chrysler	Crossfire	Female	68	Brazil	Concórdia	-27.2339498	-52.026467	Maroon	FALSE	9/1/2015	34312.88	0.3031	6411.83	0.23	230	2.8
Honda	Accord	Female	38	Indonesia	Karangtanjung	-6.2863702	106.1051705	Purple	FALSE	4/4/2012	51226.61	0.1545	10092.41	0.12	129.5	12.2
Chevrolet	Camaro	Female	46	China	Dougang	23.020673	113.751799	Mauv	FALSE	25/08/2012	31360.59	0.4062	16076.53	0.19	137.4	6.9
Land Rover	Defender	Female	34	Indonesia	Kedungharjo	-6.9731701	111.7227125	Blue	TRUE	5/2/2019	23915.86	0.1776	11590.13	0.16	244.3	8.6
Chevrolet	Cobalt	Female	41	Cuba	Yaguajay	22.3287394	-79.2366566	Indigo	FALSE	29/04/2020	10789.7	0.1	29420.14	0.14	244.3	10.9
Plymouth	Grand Voyager	Male	27	Serbia	Ljubovija	44.1884454	19.3776743	Purple	FALSE	12/11/2016	84419.26	0.183	14795.51	0.23	234.4	6.6
Chevrolet	Suburban 1500	Male	64	Russia	Stroitel’	52.6523079	41.4346698	Teal	TRUE	19/10/2018	59975.86	0.5902	17127.94	0.16	181.2	2.1
Toyota	MR2	Male	22	Belarus	Ros’	53.2833165	24.4054988	Blue	FALSE	14/02/2013	86295.92	0.5526	18613.61	0.09	175.4	8.7
Lincoln	MKZ	Female	24	Greece	Pýrgos	37.6718487	21.4432257	Goldenrod	FALSE	21/03/2004	21884.49	0.5948	5245.83	0.19	177.9	11.8
Chevrolet	Venture	Male	32	Indonesia	Puteran Kidul	-7.1239748	108.1992015	Violet	FALSE	29/01/2013	67379.74	0.0537	20119.75	0.05	126.5	15
Cadillac	STS	Female	24	Palestinian Territory	Dayr al Ghu??n	32.353463	35.074453	Aquamarine	TRUE	17/10/2013	21862.85	0.5065	22715.7	0.2	173.8	2
Acura	NSX	Female	28	Dominican Republic	Hondo Valle	18.5049101	-69.8296974	Puce	TRUE	6/5/2014	11660.05	0.4795	44672.44	0.2	163.9	10.8
Mercedes-Benz	W201	Male	60	Brazil	Ribeirão Pires	-23.7130018	-46.4140801	Red	TRUE	28/10/2006	60202.82	0.3835	11700.23	0.13	221.1	12.1
Mercedes-Benz	R-Class	Female	66	Kazakhstan	Zhangaqorghan	43.915	67.24806	Teal	FALSE	12/10/2017	84733.98	0.3411	13351.27	0.08	244.6	7.6
Mazda	Mazda3	Female	35	Taiwan	Fengshan	22.6113591	120.3493158	Violet	FALSE	27/02/2015	45129.35	0.2851	32706.75	0.17	247.8	7.6
Saab	9000	Female	61	Argentina	Carlos Casares	-34.7383716	-58.571838	Goldenrod	FALSE	13/10/2003	70345.88	0.1249	45732.79	0.11	203.1	10.1
Mazda	B-Series	Male	62	Philippines	Tambilil	5.9795827	124.6723608	Pink	FALSE	21/12/2004	71352.44	0.6068	26901.18	0.17	183.1	11
Kia	Sedona	Male	34	Botswana	Mopipi	-21.2001343	24.8656498	Yellow	FALSE	24/07/2006	87406.81	0.1532	15919.65	0.05	161.3	12.6
Hummer	H1	Female	24	Ethiopia	H?rna	9.2185369	41.1023814	Pink	FALSE	12/12/2007	49829.21	0.1731	8114.5	0.18	122.7	2.5
Buick	Terraza	Female	42	Mexico	Benito Juarez	19.4102526	-99.0073673	Maroon	TRUE	5/7/2002	25527.2	0.5081	26533.8	0.12	199.2	7.7
Chevrolet	G-Series G10	Male	44	Afghanistan	M?ymay	33.425934	66.5344159	Green	FALSE	16/12/2007	37730.84	0.6979	42012.08	0.02	222.4	12.5
Infiniti	EX	Female	61	Indonesia	Krajan Kedungsalam	-8.3251	112.4501	Turquoise	FALSE	21/09/2004	45356.48	0.3548	37972.31	0.23	139.9	13.2
Oldsmobile	Alero	Male	40	Syria	Medaya	36.3548175	36.6980807	Pink	TRUE	17/04/2009	65190.08	0.5766	43457.46	0.03	218.6	3.3
Chevrolet	Camaro	Female	71	China	Dongcun	26.58051	114.62836	Crimson	FALSE	28/11/2002	48063.58	0.5765	2674.74	0.22	232.4	13
GMC	Sierra 1500	Female	50	Indonesia	Jajarkrajan	-8.1539	111.7051	Yellow	TRUE	24/11/2007	29339.48	0.3758	5019.11	0.2	125.8	11.4
Audi	S6	Female	25	Sudan	Um Jar Al Gharbiyya	13.8013	32.4078	Fuscia	FALSE	12/11/2005	18509.85	0.1797	48640.43	0.06	161.7	13.4
Honda	Accord Crosstour	Male	31	Mexico	La Reforma	25.6538807	-100.1522213	Crimson	TRUE	12/6/2019	95551	0.6412	13400.51	0.16	235.8	14.9
Isuzu	Rodeo Sport	Male	58	China	Jianggezhuang	40.2251411	116.7810211	Yellow	TRUE	5/2/2007	36840.54	0.3202	37535.53	0.18	211.8	14.5
GMC	Sierra 3500	Male	52	Portugal	Casal da Anja	39.876135	-8.9189073	Khaki	TRUE	16/12/2012	78552.63	0.5136	38485.11	0.08	243.6	12.3
Oldsmobile	Silhouette	Female	39	South Korea	Hwaw?n	35.8037979	128.5005419	Fuscia	FALSE	13/12/2006	67666.28	0.3382	42411.55	0.19	230.5	6.3
BMW	M3	Female	53	Japan	Kazuno	35.632522	138.9562642	Turquoise	FALSE	30/07/2014	41370.86	0.6285	33037.53	0.02	222.9	4.1
Nissan	Altima	Male	26	China	Hulu	39.9206322	116.4189381	Purple	FALSE	5/7/2003	98158.28	0.3195	10554.21	0.14	160.8	8.9
Mazda	MPV	Male	61	Indonesia	Tual	-5.5680317	132.3446399	Goldenrod	TRUE	17/03/2003	57399.02	0.2468	29174.86	0.19	202.1	5.1
Ford	Econoline E350	Male	65	China	Dongchen	39.928353	116.416357	Orange	TRUE	22/11/2020	35922	0.5106	30051.48	0.06	135.1	2.4
Volkswagen	rio	Male	37	Benin	Abomey	7.1854773	1.9979411	Fuscia	FALSE	20/03/2003	60408.16	0.0647	37429.99	0.15	130.2	11.8
Dodge	Durango	Female	67	Russia	Bogorodskoye	52.372196	140.442719	Crimson	TRUE	14/12/2011	84664.36	0.5714	34922.15	0.03	174.5	12.2
Maybach	Landaulet	Male	28	China	Caijiazha	30.910965	114.827038	Blue	TRUE	17/12/2007	44513.97	0.5897	13335.38	0.06	205.1	12.3
Chevrolet	Silverado	Female	55	Indonesia	Piru	-3.059218	128.1903079	Teal	FALSE	13/05/2018	85988.01	0.1928	49520.57	0.21	183.7	8.3
Hyundai	Azera	Male	22	Brazil	São Miguel do Araguaia	-13.2664976	-50.1513429	Crimson	FALSE	16/11/2013	63884.47	0.3464	48800	0.16	185.7	10
Volkswagen	Cabriolet	Female	51	China	Huayuan	28.572029	109.482078	Orange	TRUE	21/10/2011	43507.58	0.6499	24598.1	0.02	139.2	8.5
Ford	Mustang	Male	61	China	Taiping	53.3004898	-6.2634596	Blue	FALSE	2/8/2017	94176.23	0.2819	2606.82	0.03	192.8	2.6
Volvo	C70	Female	30	Israel	Bené Beraq	32.084932	34.835226	Puce	FALSE	8/4/2018	66078.45	0.6388	24164.76	0.09	207.5	11.8
Plymouth	Voyager	Male	67	Czech Republic	Frýdlant	50.9213963	15.0797515	Aquamarine	FALSE	2/4/2013	57915.47	0.5241	16192.85	0.13	188.2	9.3
Mercedes-Benz	GL-Class	Female	42	Colombia	La Ceja	6.027632	-75.431596	Red	FALSE	24/11/2019	23488.42	0.2229	17325.93	0.06	197.8	9.5
Acura	RL	Female	61	Tunisia	Kairouan	35.6759137	10.0919243	Pink	FALSE	1/7/2018	55513.13	0.602	19137.63	0.08	232	11
Chevrolet	Blazer	Male	53	Philippines	Alcantara	12.2551576	122.0533593	Mauv	TRUE	23/07/2009	95729.35	0.1282	13570.83	0.16	225.7	9.1
Acura	TSX	Female	60	Brazil	Foz do Iguaçu	-25.5452817	-54.5890256	Purple	TRUE	9/10/2012	45739.02	0.5649	38221.94	0.2	161.1	12.4
Acura	Integra	Female	51	Canada	Pont-Rouge	46.7498338	-71.693538	Orange	FALSE	20/03/2002	87978.61	0.149	13705.86	0.15	235.2	6.1
Mercedes-Benz	400SEL	Female	34	Indonesia	Temperak	-6.7587465	111.6809778	Mauv	FALSE	7/9/2017	36543.11	0.3872	9944.55	0.11	214.9	4.3
Audi	A4	Female	55	Argentina	Doblas	-34.7089038	-58.6427861	Red	TRUE	23/07/2005	86835.66	0.6683	42678.07	0.22	197.7	3.1
Jaguar	XJ	Male	40	Russia	Voznesen’ye	61.0162875	35.485856	Goldenrod	TRUE	12/4/2008	27849.85	0.4409	24471.79	0.12	156.3	3.7
Mitsubishi	Galant	Female	75	France	Clamart	47.5745404	-2.3578005	Puce	TRUE	18/01/2003	44664.14	0.5146	27787.46	0.2	246.7	5.5
BMW	X5 M	Male	46	China	Laixi	36.889084	120.51769	Goldenrod	TRUE	17/10/2017	12716.69	0.4161	37707.17	0.04	174.1	9.2
Nissan	Altima	Male	23	Indonesia	Banjar Tengahbelayu	-3.3179402	114.602959	Yellow	FALSE	3/12/2012	45226.42	0.0738	15688.26	0.06	191.8	5.9
Plymouth	Acclaim	Female	70	Sweden	Umeå	63.827461	20.2599325	Indigo	TRUE	25/10/2014	98806.84	0.0845	20175.96	0.23	145.5	2.5
Audi	A6	Male	37	China	Wuning	29.256382	115.100568	Indigo	TRUE	5/9/2005	97120.65	0.1599	10429.1	0.22	167.8	6.8
Buick	Skylark	Male	42	China	Liangshan	27.88157	102.267712	Teal	FALSE	26/09/2011	34284.82	0.2079	25082.59	0.06	248.7	13
GMC	Safari	Female	27	Sweden	Vimmerby	57.6152326	16.0320901	Maroon	FALSE	1/8/2017	91248.65	0.347	36861.63	0.17	213.6	10.1
BMW	Alpina B7	Male	25	Indonesia	Karangduren Dua	-8.0604636	112.6285385	Orange	FALSE	20/03/2008	98813.74	0.3261	31607.47	0.13	193.7	10.3
Chevrolet	Tahoe	Female	40	Indonesia	Kendalrejo	-8.5979954	114.3460283	Puce	TRUE	8/11/2010	53495.01	0.3734	39249.25	0.12	140.4	6.6
Dodge	D250	Male	36	Poland	?ó?kiewka	50.909807	22.8346659	Teal	TRUE	29/01/2009	11686.98	0.2973	18822.21	0.17	158.9	4.1
Dodge	Caravan	Male	53	Indonesia	Sokarame	-5.3810959	105.2955575	Turquoise	TRUE	18/06/2007	95984.81	0.0617	39344.51	0.22	222.1	8.7
Buick	Century	Male	59	Indonesia	Dulolong	-8.2333409	124.4475522	Fuscia	TRUE	30/09/2015	89422.13	0.685	44666.75	0.21	170	5.7
Lotus	Esprit	Female	60	Russia	Konstantinovsk	46.8700877	43.0650548	Mauv	TRUE	29/08/2005	39574.09	0.4802	31241.42	0.2	227.1	8.1
Oldsmobile	Intrigue	Female	72	Venezuela	Carora	10.1814384	-70.073769	Red	FALSE	9/7/2015	77702.51	0.5518	26157.09	0.06	184.1	12.4
Plymouth	Voyager	Female	45	China	Lianshi	30.706999	120.421784	Khaki	TRUE	17/12/2006	24318.44	0.2504	45162.63	0.12	220.3	13.3
Bentley	Mulsanne	Male	64	Portugal	Vila Nova de Gaia	41.1214256	-8.6080715	Purple	FALSE	1/8/2003	23462.32	0.4754	36429.29	0.15	209.2	14.2
Chrysler	LeBaron	Female	22	Brazil	Macaíba	-5.8949347	-35.4343604	Khaki	FALSE	26/09/2018	94158.34	0.2491	44491.1	0.06	147.4	7
Lincoln	Continental	Female	26	Sri Lanka	Batticaloa	7.7247058	81.7131828	Crimson	FALSE	19/03/2015	55768.35	0.6588	42981.54	0.03	142.6	2.8
Mercedes-Benz	S-Class	Male	41	Thailand	Sop Moei	17.9341079	97.9157099	Purple	FALSE	31/03/2003	17651.22	0.2778	12584.86	0.08	248.2	9
GMC	Envoy	Female	34	Russia	Komendantsky aerodrom	60.0018505	30.2871797	Maroon	FALSE	31/08/2016	44507.46	0.0245	43206.98	0.16	167	12.6
Mazda	MX-6	Female	33	Indonesia	Tanenofunan	-10.2689776	123.6755579	Yellow	TRUE	29/11/2017	40384.43	0.298	25181.54	0.18	243.7	6.2
Dodge	Ram Van 3500	Male	39	Peru	Quivilla	-9.548008	-76.66935	Mauv	TRUE	10/6/2015	23404.16	0.694	16014.42	0.22	213.2	4
Ford	Expedition EL	Male	51	Brazil	Três Lagoas	-20.6121259	-51.8287077	Yellow	FALSE	26/07/2009	69101.58	0.3295	33916.23	0.11	140.3	13.2
Nissan	Quest	Male	53	Indonesia	Cimanggu	-6.956164	106.7714	Turquoise	FALSE	10/12/2003	29459.16	0.1984	33582.2	0.02	232	8.5
Saturn	VUE	Male	34	Russia	Rublëvo	55.7242814	37.1853286	Mauv	TRUE	26/08/2019	97920.81	0.5152	22149.58	0.04	184.8	8.3
Dodge	Challenger	Male	56	Uzbekistan	Salor	41.37222	69.38167	Indigo	FALSE	11/5/2018	86000.88	0.0426	49605.35	0.16	207.8	5.6
Buick	Skylark	Male	69	Brazil	São Roque	-23.5257248	-47.1322342	Indigo	TRUE	13/10/2005	24663.33	0.5283	28792.52	0.01	231	11
Chevrolet	G-Series G20	Female	65	China	Songzhuang	39.964054	116.714967	Purple	FALSE	25/04/2016	29617.91	0.4639	17484.07	0.12	226.2	9.3
Volvo	S60	Male	28	Philippines	Union	14.5792342	120.9965883	Green	TRUE	2/11/2009	72335.64	0.0281	36756.51	0.09	212.4	11
Maserati	Spyder	Male	47	Vietnam	Long Thành	10.7782801	106.9447146	Crimson	FALSE	14/05/2013	83431.38	0.1992	14912.28	0.18	229.1	10.8
GMC	Safari	Female	27	Libya	Zuw?rah	32.9234588	12.0775411	Green	FALSE	22/01/2011	22562.95	0.0811	16071.35	0.15	181.9	14.7
Dodge	Caravan	Male	22	Montenegro	Ulcinj	41.9310884	19.2147632	Fuscia	TRUE	22/10/2008	22613.71	0.4187	6967.65	0.19	209.8	14.8
Hyundai	Elantra	Female	34	Kosovo	Suva Reka	42.362461	20.8319248	Mauv	TRUE	21/10/2006	65931.57	0.1491	27724.74	0.09	196.8	10.6
Mercury	Lynx	Male	43	Cuba	Cauto Cristo	20.5550408	-76.4707684	Puce	FALSE	11/3/2014	19751.96	0.2541	15849.74	0.18	220.2	9
GMC	Sierra 3500	Female	57	South Africa	Queenstown	-31.9721616	27.0382158	Khaki	TRUE	27/07/2002	10173.11	0.6931	23317.28	0.06	233.8	3.2
Ford	Taurus	Male	24	Lebanon	Bhamdoûn el Mhatta	33.8088596	35.6599267	Maroon	FALSE	13/07/2019	40487.45	0.6487	31672.26	0.02	220.3	12.8
Volkswagen	New Beetle	Male	33	China	Hengshui	37.73892	115.670177	Mauv	TRUE	16/07/2010	99656.74	0.1544	9579.22	0.19	240.4	2.6
Dodge	Challenger	Male	58	United States	Kansas City	39.06	-94.61	Teal	TRUE	12/6/2013	14224.65	0.1191	40784.36	0.14	121.8	10.3
Dodge	Caravan	Male	55	United States	Toledo	41.7	-83.65	Aquamarine	TRUE	1/7/2017	20136.34	0.2718	31317.75	0.13	231	4.1
Porsche	Cayenne	Female	54	China	Qiaotou	28.168408	120.482198	Turquoise	FALSE	22/09/2011	90687.63	0.4945	30876.52	0.19	139.8	13.4
Mercury	Cougar	Male	70	Egypt	Al Miny?	28.0870967	30.7618397	Orange	FALSE	21/09/2014	19925.84	0.4706	24786.64	0.11	175.2	15
Isuzu	Hombre	Male	51	China	Xianzong	31.803171	118.002516	Mauv	FALSE	17/05/2018	50261.86	0.3205	13116.5	0.21	161.1	4.3
Mercedes-Benz	S-Class	Male	25	China	Baishuiyang	27.495255	119.662909	Red	FALSE	25/07/2017	70421.56	0.5987	31042.08	0.07	131.3	7.3
Pontiac	Firefly	Male	28	China	Quchomo	28.249827	91.767413	Fuscia	FALSE	23/08/2004	85622.96	0.2488	43601.18	0.17	164.8	12.1
Scion	xB	Male	36	Nigeria	Idah	7.1138119	6.7440467	Teal	FALSE	11/1/2016	65779.18	0.1288	48357.74	0.04	228.8	7.2
Toyota	Camry	Female	52	United States	Saint Louis	38.552678	-90.3795438	Indigo	TRUE	11/5/2007	73726.89	0.4168	33650.67	0.23	187.3	10.6
Ford	E-Series	Female	44	United States	Pasadena	34.1349887	-118.1507494	Green	TRUE	5/10/2015	22842.36	0.1974	5050.26	0.05	162	12.5
Toyota	Camry	Male	33	Philippines	Aglipay	16.8802365	121.5833217	Pink	FALSE	10/7/2020	52365.5	0.4724	34876.16	0.06	201.2	4.5
Jaguar	X-Type	Female	71	Philippines	De la Paz	14.6135888	121.0957927	Orange	TRUE	15/04/2004	71630.57	0.478	21197.91	0.15	232.5	8.3
GMC	Sierra 2500	Female	56	Philippines	Taluksangay	6.9504703	122.1826222	Goldenrod	TRUE	31/08/2016	60966.73	0.2978	3267.75	0.14	184.2	3.4
Porsche	911	Male	62	Venezuela	Pampanito	9.4387872	-70.490794	Yellow	TRUE	18/10/2005	64934.07	0.6726	26450.75	0.15	204	12.2
Hyundai	Accent	Female	34	Kazakhstan	Baykonyr	45.6232258	63.3139829	Maroon	TRUE	16/02/2004	96737.17	0.145	27281.8	0.16	141.2	8.9
Ford	Crown Victoria	Female	50	Brazil	Piedade	-23.8139412	-47.4098328	Yellow	FALSE	26/03/2006	16720.45	0.2915	19781.23	0.08	237	13.2
BMW	760	Female	66	Pakistan	Sann	31.363043	72.98757	Maroon	TRUE	15/01/2007	66980.85	0.1393	3591.44	0.13	199	5
Mitsubishi	Truck	Female	63	Dominican Republic	Pedro García	18.4668424	-69.2888011	Green	FALSE	18/05/2011	21997.83	0.4866	9741.2	0.1	145.5	5.8
Mazda	626	Female	39	Sweden	Hovås	57.6073069	11.9770405	Turquoise	FALSE	30/01/2013	55263.98	0.2166	48335.03	0.22	174.2	3.1
Ford	E350	Male	40	Poland	M?awa	53.1257947	20.351356	Blue	TRUE	25/01/2008	59120.38	0.1396	16576.52	0.22	139.3	11.1
Dodge	Durango	Male	37	Costa Rica	San Juan de Dios	9.879065	-84.081486	Yellow	TRUE	27/05/2012	23415.98	0.4912	4674.32	0.04	181.1	3
Ford	Fiesta	Male	58	China	Shantou	23.354091	116.681972	Violet	TRUE	10/7/2015	69608.05	0.5792	15512.56	0.11	239.4	10.5
Aston Martin	V8 Vantage	Male	61	China	Fangbu	31.750277	119.574986	Orange	TRUE	1/3/2018	70718.55	0.048	8383.53	0.12	131.4	3.6
Ford	F-Series	Male	46	Poland	Rybarzowice	49.7294521	19.1018274	Pink	FALSE	10/3/2018	27535.79	0.3588	43617.63	0.23	189.7	14.9
Saab	900	Female	28	China	Qinggou	36.067108	120.382609	Puce	TRUE	17/04/2009	20450.52	0.5855	22868.21	0.03	179.6	5.1
Infiniti	EX	Female	46	China	Longhe	22.656408	114.019351	Turquoise	TRUE	1/1/2005	47710.15	0.0256	45888.88	0.07	248.4	14.6
GMC	Canyon	Male	21	Brazil	Não Me Toque	-28.4354702	-52.8312661	Orange	FALSE	3/7/2012	14710.03	0.0793	10339.86	0.22	204.9	7.3
Ford	F350	Female	52	China	Gongji	32.728228	116.943665	Teal	TRUE	13/06/2012	37701.11	0.4618	29283.25	0.06	131.2	6.4
Volvo	S60	Female	43	Peru	Sibayo	-15.49357	-71.465973	Blue	TRUE	24/03/2020	96562.28	0.0284	43328.45	0.15	128	13.5
Cadillac	Eldorado	Female	48	Poland	O?arowice	50.4614333	19.0428325	Orange	FALSE	15/03/2015	91212.48	0.3427	49045.55	0.01	216.4	10.8
Volkswagen	GTI	Female	49	South Africa	Dundee	-26.2886266	27.8454627	Purple	TRUE	28/10/2020	70630.17	0.1693	7793.57	0.17	165.7	6.5
Honda	Civic	Female	51	Finland	Virolahti	61.722009	23.3256027	Aquamarine	TRUE	8/2/2020	57978.15	0.2952	22979.04	0.07	237.5	3.7
Mercedes-Benz	C-Class	Female	50	Thailand	Ubon Ratchathani	15.2478876	104.8764505	Crimson	TRUE	23/03/2012	48507.56	0.6719	25533.39	0.24	241.6	12.8
Chevrolet	1500	Male	71	Vanuatu	Saratamata	-15.3745452	167.8138553	Violet	TRUE	23/03/2010	58142.65	0.3285	32586.09	0.12	161.5	14.6
Infiniti	QX56	Female	48	Ukraine	Rozhniv	48.3667546	25.2298685	Fuscia	TRUE	25/04/2003	11649.75	0.4062	42000.33	0.2	151.9	2.9
Jaguar	X-Type	Female	62	Portugal	Azaruja	38.7035566	-7.7801629	Red	FALSE	3/12/2018	20117.1	0.6821	40036.55	0.06	166.9	3.5
Ford	Taurus	Female	23	Colombia	Risaralda	5.096528	-75.7255192	Crimson	FALSE	3/5/2002	27108.38	0.3289	48800.04	0.25	190.9	10.4
Audi	TT	Female	72	Canada	Kindersley	51.46681	-109.16818	Teal	FALSE	25/01/2016	98889.53	0.4486	47821.85	0.11	148.4	12.3
Chrysler	Concorde	Male	40	Portugal	Azenha	40.9303255	-8.4956553	Indigo	TRUE	28/10/2006	88640.94	0.0471	5324.14	0.01	137.4	6.5
Chevrolet	Monte Carlo	Male	54	China	Dabao’anzhen	39.90246	117.485366	Fuscia	FALSE	16/10/2015	61841.09	0.5018	40252.81	0.16	243	11.7
Cadillac	STS	Male	47	Afghanistan	Taloqan	36.7338782	69.5394189	Orange	FALSE	28/02/2005	27537.82	0.0715	40773.78	0.2	149.5	12.4
Lotus	Esprit	Male	56	Bolivia	Guayaramerín	-10.8237579	-65.3688335	Maroon	FALSE	28/05/2007	44644.78	0.362	37702.62	0.03	228.2	11.1
Mercedes-Benz	CLS-Class	Male	73	China	Yongdong	28.505315	86.937376	Puce	TRUE	1/3/2008	26756.35	0.4882	8369.91	0.19	167.2	8.7
Lexus	SC	Male	58	Guatemala	Quesada	14.2712301	-90.0375295	Fuscia	FALSE	21/05/2013	31820.32	0.4567	3451.55	0.05	205.6	10.5
Toyota	4Runner	Female	23	China	Wumahe	47.727687	128.799478	Orange	TRUE	12/1/2002	52860.16	0.6674	6941.99	0.15	122.6	12.2
Toyota	MR2	Female	26	Philippines	Panay	14.6101685	121.0088573	Teal	FALSE	13/12/2019	72684.74	0.6508	11264.04	0.11	122.9	7.7
Oldsmobile	Toronado	Male	62	Portugal	Mozelos	40.9951629	-8.5638609	Pink	FALSE	28/05/2002	76888.95	0.1058	43090.37	0.1	186.9	6.6
Buick	LeSabre	Female	30	France	Saint-Jouan-des-Guérets	48.6011478	-1.9817089	Aquamarine	FALSE	16/01/2011	18548.48	0.513	35628.66	0.2	195.7	13.9
